"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220621,2022-06-21,090741,CME ,00,090 ,  140047,    5007,   34428,     340,   45762,   27511,    5321,   28319,   39434,    6049,   20232,     420,       6,  111036,  113509,   29011,   26538,  -35172,     899,  -34331,  -12183,   -2466,   12686,     -88,  -12201,    3594,   -8697,     -79,    -405,     -11,  -34826,  -39435,    -346,    4263,  100.0,    3.6,   24.6,    0.2,   32.7,   19.6,    3.8,   20.2,   28.2,    4.3,   14.4,    0.3,    0.0,   79.3,   81.1,   20.7,   18.9,    109,      7,      6,.,     17,     16,      5,     19,     26,     15,     16,.,.,     68,     63,    20.0,    29.9,    33.0,    44.0,    19.1,    29.9,    30.9,    43.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220614,2022-06-14,090741,CME ,00,090 ,  175219,    4108,   68759,   12523,   48228,   14825,    5409,   40520,   35840,   14746,   20311,     825,      17,  145862,  152944,   29357,   22275,    7846,    2451,   15561,   -5968,   -2261,    3066,     -77,   18743,   -7212,    3159,     -96,      41,       1,   15952,    8571,   -8106,    -725,  100.0,    2.3,   39.2,    7.1,   27.5,    8.5,    3.1,   23.1,   20.5,    8.4,   11.6,    0.5,    0.0,   83.2,   87.3,   16.8,   12.7,    105,      4,     10,      8,     19,     13,      5,     18,     23,     20,     16,.,.,     75,     65,    24.8,    42.3,    37.7,    52.5,    21.0,    38.1,    31.7,    46.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220607,2022-06-07,090741,CME ,00,090 ,  167373,    1657,   53198,   18491,   50489,   11759,    5486,   21777,   43052,   11587,   20407,     784,      16,  129910,  144373,   37463,   23000,   31444,   -2925,   17545,   17569,    4457,  -14132,    -699,    3813,    9488,    4217,     503,      76,    -294,   26641,   33770,    4803,   -2326,  100.0,    1.0,   31.8,   11.0,   30.2,    7.0,    3.3,   13.0,   25.7,    6.9,   12.2,    0.5,    0.0,   77.6,   86.3,   22.4,   13.7,    106,.,     10,      6,     21,      8,      6,     20,     26,     17,     16,.,.,     76,     60,    20.6,    36.7,    33.2,    49.2,    15.5,    30.5,    24.4,    40.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220531,2022-05-31,090741,CME ,00,090 ,  135929,    4582,   35653,     922,   46032,   25891,    6185,   17964,   33564,    7370,   19904,     708,     310,  103269,  110603,   32660,   25326,   -2579,   -4640,    4205,    -557,    2109,  -10087,      72,    1153,    4621,     190,   -1470,      -7,     -48,   -3191,   -1611,     612,    -968,  100.0,    3.4,   26.2,    0.7,   33.9,   19.0,    4.6,   13.2,   24.7,    5.4,   14.6,    0.5,    0.2,   76.0,   81.4,   24.0,   18.6,    106,      5,      9,      5,     20,     13,      8,     16,     26,     16,     14,.,.,     71,     65,    18.7,    29.3,    30.8,    41.8,    18.1,    29.0,    29.1,    39.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220524,2022-05-24,090741,CME ,00,090 ,  138508,    9222,   31448,    1479,   43923,   35978,    6113,   16811,   28943,    7180,   21374,     715,     358,  106460,  112214,   32048,   26294,  -13077,   -4203,    1418,     619,    1054,   -4475,      26,   -7916,   -4603,   -3164,    -312,     132,      -1,  -13897,  -10048,     820,   -3029,  100.0,    6.7,   22.7,    1.1,   31.7,   26.0,    4.4,   12.1,   20.9,    5.2,   15.4,    0.5,    0.3,   76.9,   81.0,   23.1,   19.0,    108,      7,      8,      5,     19,     16,      8,     15,     25,     15,     15,.,.,     72,     66,    19.7,    30.2,    32.6,    42.4,    19.1,    30.2,    31.2,    40.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220517,2022-05-17,090741,CME ,00,090 ,  151585,   13425,   30030,     860,   42869,   40453,    6087,   24727,   33546,   10344,   21686,     583,     359,  120357,  122262,   31228,   29323,     576,    4449,   -6730,     394,    2705,    5507,     -14,   -6152,    2035,     439,     403,      30,       4,    2228,    1665,   -1652,   -1089,  100.0,    8.9,   19.8,    0.6,   28.3,   26.7,    4.0,   16.3,   22.1,    6.8,   14.3,    0.4,    0.2,   79.4,   80.7,   20.6,   19.3,    109,      8,      7,      5,     18,     16,      7,     19,     23,     14,     15,.,.,     70,     66,    18.0,    30.3,    30.6,    41.3,    17.7,    30.3,    29.4,    39.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,090741,CME ,00,090 ,  151009,    8976,   36760,     466,   40164,   34946,    6101,   30879,   31511,    9905,   21283,     553,     355,  118129,  120597,   32880,   30412,   -1770,     -74,   -8839,     159,    2631,    1347,    -136,   -6642,    2302,     768,     382,      25,     355,   -2557,   -4019,     787,    2249,  100.0,    5.9,   24.3,    0.3,   26.6,   23.1,    4.0,   20.4,   20.9,    6.6,   14.1,    0.4,    0.2,   78.2,   79.9,   21.8,   20.1,    112,      7,      8,      4,     17,     17,      8,     23,     24,     17,     14,.,.,     72,     70,    17.7,    27.1,    29.6,    38.9,    17.3,    27.1,    28.4,    37.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,090741,CME ,00,090 ,  152779,    9050,   45599,     307,   37533,   33599,    6237,   37521,   29209,    9137,   20901,     528,       0,  120686,  124616,   32093,   28163,   -2583,    3565,  -23432,       0,   -2652,   15211,     341,   -3397,     892,     282,     767,     -58,    -714,   -1808,   -7478,    -775,    4895,  100.0,    5.9,   29.8,    0.2,   24.6,   22.0,    4.1,   24.6,   19.1,    6.0,   13.7,    0.3,    0.0,   79.0,   81.6,   21.0,   18.4,    109,      7,      8,.,     17,     17,      7,     23,     22,     17,     13,.,      0,     71,     65,    18.1,    28.1,    29.9,    40.4,    18.0,    28.1,    28.6,    39.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,090741,CME ,00,090 ,  155362,    5485,   69031,     307,   40185,   18388,    5896,   40918,   28317,    8855,   20134,     586,     714,  122494,  132094,   32868,   23268,    2060,    1315,  -14434,     -48,   -8884,    8479,     129,   11931,    2050,    1738,     798,     553,      -3,    6976,   -1536,   -4916,    3596,  100.0,    3.5,   44.4,    0.2,   25.9,   11.8,    3.8,   26.3,   18.2,    5.7,   13.0,    0.4,    0.5,   78.8,   85.0,   21.2,   15.0,    111,      8,      7,.,     18,     14,      6,     29,     19,     19,     13,.,.,     76,     64,    18.3,    40.0,    30.3,    51.3,    18.3,    40.0,    28.7,    50.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220419,2022-04-19,090741,CME ,00,090 ,  153302,    4170,   83465,     355,   49069,    9909,    5767,   28987,   26267,    7117,   19336,      33,     717,  115518,  133630,   37784,   19672,   -2088,     -63,   -2928,       0,   -8784,     835,     307,    6212,   -2627,     508,    1115,      20,    -371,   -1076,   -4256,   -1012,    2168,  100.0,    2.7,   54.4,    0.2,   32.0,    6.5,    3.8,   18.9,   17.1,    4.6,   12.6,    0.0,    0.5,   75.4,   87.2,   24.6,   12.8,    107,      7,      9,.,     21,     10,      7,     27,     19,     16,     12,.,.,     77,     56,    18.2,    47.5,    29.2,    58.4,    18.2,    47.2,    28.1,    57.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220412,2022-04-12,090741,CME ,00,090 ,  155390,    4233,   86393,     355,   57853,    9074,    5460,   22775,   28894,    6609,   18221,      13,    1088,  116594,  137886,   38796,   17504,   -2172,    -166,    2686,       0,    -547,     475,    -263,    -208,   -4931,     653,     763,    -587,    -294,     -62,   -2261,   -2110,      89,  100.0,    2.7,   55.6,    0.2,   37.2,    5.8,    3.5,   14.7,   18.6,    4.3,   11.7,    0.0,    0.7,   75.0,   88.7,   25.0,   11.3,    105,      8,      8,.,     24,      9,      6,     21,     21,     18,     12,.,.,     78,     54,    18.5,    48.6,    30.4,    59.6,    18.5,    48.6,    29.3,    59.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220405,2022-04-05,090741,CME ,00,090 ,  157562,    4399,   83707,     355,   58400,    8599,    5723,   22983,   33825,    5956,   17458,     600,    1382,  116656,  140147,   40906,   17415,   10141,     747,   18510,       0,    4885,   -1884,     364,    -112,   -4776,    -161,     492,     600,    -209,    6006,   12444,    4135,   -2303,  100.0,    2.8,   53.1,    0.2,   37.1,    5.5,    3.6,   14.6,   21.5,    3.8,   11.1,    0.4,    0.9,   74.0,   88.9,   26.0,   11.1,    103,      6,      8,.,     24,      8,      6,     19,     22,     17,     13,.,.,     75,     54,    19.2,    47.0,    31.2,    58.8,    19.2,    47.0,    30.2,    58.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220329,2022-03-29,090741,CME ,00,090 ,  147421,    3652,   65197,     355,   53515,   10483,    5359,   23095,   38601,    6117,   16966,       0,    1591,  110650,  127703,   36771,   19718,   23331,    1428,   30554,       0,   15338,   -6532,    -154,    2233,     400,     490,     875,       0,    -244,   19966,   24514,    3365,   -1183,  100.0,    2.5,   44.2,    0.2,   36.3,    7.1,    3.6,   15.7,   26.2,    4.1,   11.5,    0.0,    1.1,   75.1,   86.6,   24.9,   13.4,    101,      5,      7,.,     22,      8,      6,     20,     24,     15,     13,      0,.,     74,     51,    18.1,    41.9,    28.5,    53.2,    16.6,    41.6,    26.4,    52.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220322,2022-03-22,090741,CME ,00,090 ,  124090,    2224,   34643,     355,   38177,   17015,    5513,   20862,   38201,    5627,   16091,       0,    1835,   90684,  103189,   33406,   20901,  -19773,  -24036,    4953,   -4724,    1287,  -10829,    -223,    6543,    7763,   -3099,     165,    -828,     121,  -23966,   -6866,    4193,  -12907,  100.0,    1.8,   27.9,    0.3,   30.8,   13.7,    4.4,   16.8,   30.8,    4.5,   13.0,    0.0,    1.5,   73.1,   83.2,   26.9,   16.8,     99,      4,      7,.,     19,     11,      7,     20,     27,     16,     10,      0,.,     68,     57,    20.6,    29.6,    31.5,    43.4,    18.5,    29.4,    28.9,    43.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220315,2022-03-15,090741,CME ,00,090 ,  143863,   26260,   29690,    5079,   36890,   27844,    5736,   14319,   30438,    8726,   15926,     828,    1714,  114650,  110055,   29213,   33808,   -5562,    1082,   -8975,    2956,   -6149,    2058,     348,    -238,  -10434,    1267,     471,      74,    -561,    -824,  -13267,   -4738,    7705,  100.0,   18.3,   20.6,    3.5,   25.6,   19.4,    4.0,   10.0,   21.2,    6.1,   11.1,    0.6,    1.2,   79.7,   76.5,   20.3,   23.5,    106,      5,      9,      5,     17,     19,      8,     15,     28,     18,     11,.,.,     67,     71,    33.8,    19.0,    43.2,    30.4,    30.2,    18.7,    39.0,    29.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220308,2022-03-08,090741,CME ,00,090 ,  149425,   25178,   38665,    2123,   43039,   25786,    5388,   14557,   40872,    7459,   15455,     754,    2275,  115474,  123322,   33951,   26103,    5918,    -443,    1218,    1484,    3145,   -8598,    -578,   -4082,    8160,    1266,    1740,     -18,     252,    2784,    3186,    3134,    2732,  100.0,   16.8,   25.9,    1.4,   28.8,   17.3,    3.6,    9.7,   27.4,    5.0,   10.3,    0.5,    1.5,   77.3,   82.5,   22.7,   17.5,    104,      4,     11,      5,     17,     18,      5,     12,     28,     13,     11,.,.,     61,     67,    31.6,    18.2,    42.5,    29.7,    31.0,    17.8,    40.5,    29.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220301,2022-03-01,090741,CME ,00,090 ,  143507,   25621,   37447,     639,   39894,   34384,    5966,   18639,   32712,    6193,   13715,     772,    2023,  112690,  120136,   30817,   23371,    3202,     359,    3491,       0,   -3343,   -1288,    1516,    1882,    1535,     562,    2284,       0,    -548,    2712,    5268,     490,   -2066,  100.0,   17.9,   26.1,    0.4,   27.8,   24.0,    4.2,   13.0,   22.8,    4.3,    9.6,    0.5,    1.4,   78.5,   83.7,   21.5,   16.3,    109,      4,     12,.,     18,     21,      6,     17,     25,     14,     10,.,.,     64,     69,    32.2,    18.4,    42.0,    30.7,    30.9,    18.1,    40.2,    30.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220222,2022-02-22,090741,CME ,00,090 ,  140305,   25262,   33956,     639,   43237,   35672,    4450,   16757,   31177,    5631,   11431,     772,    2571,  109978,  114868,   30327,   25437,   -4510,   -1331,     704,      65,    -124,   -7420,     202,   -6366,    1183,     499,     302,     -42,     203,   -6550,   -4606,    2040,      96,  100.0,   18.0,   24.2,    0.5,   30.8,   25.4,    3.2,   11.9,   22.2,    4.0,    8.1,    0.6,    1.8,   78.4,   81.9,   21.6,   18.1,    106,.,     12,.,     19,     18,      5,     19,     24,     16,      9,.,.,     63,     68,    33.5,    19.8,    44.2,    32.9,    32.2,    19.5,    41.9,    32.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220215,2022-02-15,090741,CME ,00,090 ,  144815,   26593,   33252,     574,   43361,   43092,    4248,   23123,   29994,    5132,   11129,     814,    2368,  116528,  119474,   28287,   25341,    -393,    -162,   -2616,     477,   -1189,    2801,     -18,     966,    -306,    -781,   -1022,    -412,     529,   -1200,    -326,     807,     -67,  100.0,   18.4,   23.0,    0.4,   29.9,   29.8,    2.9,   16.0,   20.7,    3.5,    7.7,    0.6,    1.6,   80.5,   82.5,   19.5,   17.5,    106,      4,     11,.,     18,     20,      6,     20,     21,     14,      9,.,.,     62,     67,    32.4,    22.3,    43.7,    34.2,    31.4,    22.0,    41.9,    33.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220208,2022-02-08,090741,CME ,00,090 ,  145208,   26755,   35868,      97,   44550,   40291,    4266,   22157,   30300,    5913,   12151,    1226,    1839,  117728,  119800,   27480,   25408,     126,     -64,   -5652,       0,    1168,    1368,    -599,    1891,    3178,     810,     696,    -489,     100,    4002,   -1284,   -3876,    1410,  100.0,   18.4,   24.7,    0.1,   30.7,   27.7,    2.9,   15.3,   20.9,    4.1,    8.4,    0.8,    1.3,   81.1,   82.5,   18.9,   17.5,    105,      4,     11,.,     18,     20,      6,     22,     17,     14,     10,.,.,     62,     66,    32.4,    22.2,    45.2,    35.0,    31.8,    22.1,    43.6,    35.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220201,2022-02-01,090741,CME ,00,090 ,  145082,   26819,   41520,      97,   43382,   38923,    4865,   20266,   27122,    5103,   11455,    1715,    1739,  113726,  121084,   31356,   23998,   -1366,    1090,   -3970,       0,   -4798,   11410,     732,    1016,  -10029,     -13,     719,     710,      71,   -1183,   -1089,    -183,    -277,  100.0,   18.5,   28.6,    0.1,   29.9,   26.8,    3.4,   14.0,   18.7,    3.5,    7.9,    1.2,    1.2,   78.4,   83.5,   21.6,   16.5,    100,      4,     11,.,     17,     21,      6,     16,     17,     12,      9,.,.,     59,     62,    32.2,    24.1,    45.4,    37.0,    31.8,    24.1,    44.2,    37.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220125,2022-01-25,090741,CME ,00,090 ,  146448,   25729,   45490,      97,   48180,   27513,    4133,   19250,   37151,    5116,   10736,    1005,    1668,  114909,  122173,   31539,   24275,    3077,   -2791,    5682,    -707,    4538,    -832,    -110,    1348,   -1876,     995,    -713,     441,     248,    2808,    3841,     269,    -764,  100.0,   17.6,   31.1,    0.1,   32.9,   18.8,    2.8,   13.1,   25.4,    3.5,    7.3,    0.7,    1.1,   78.5,   83.4,   21.5,   16.6,     96,      4,     11,.,     19,     14,      7,     14,     22,     13,      9,.,.,     58,     61,    32.2,    25.9,    45.3,    38.5,    31.7,    25.9,    43.8,    38.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220118,2022-01-18,090741,CME ,00,090 ,  143371,   28520,   39808,     804,   43642,   28345,    4243,   17902,   39027,    4121,   11449,     564,    1420,  112101,  118332,   31270,   25039,    4800,    -192,   18591,    -817,    1622,  -15939,     508,    4117,    4557,    -690,    -709,   -1520,     398,    4237,    5088,     563,    -288,  100.0,   19.9,   27.8,    0.6,   30.4,   19.8,    3.0,   12.5,   27.2,    2.9,    8.0,    0.4,    1.0,   78.2,   82.5,   21.8,   17.5,    102,      5,     11,.,     19,     16,      8,     15,     24,     13,     10,.,.,     60,     67,    32.7,    25.0,    44.8,    37.4,    31.9,    24.3,    42.5,    36.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220111,2022-01-11,090741,CME ,00,090 ,  138571,   28712,   21217,    1621,   42020,   44284,    3735,   13785,   34470,    4811,   12158,    2084,    1022,  107864,  113244,   30707,   25327,    2938,   -3208,    6465,       6,    1895,     127,    -519,    2525,   -1012,    -785,    -609,   -2080,     575,    -120,    2777,    3058,     161,  100.0,   20.7,   15.3,    1.2,   30.3,   32.0,    2.7,    9.9,   24.9,    3.5,    8.8,    1.5,    0.7,   77.8,   81.7,   22.2,   18.3,     99,      6,      7,.,     16,     20,      8,     13,     24,     15,     10,.,.,     58,     67,    34.3,    20.7,    46.0,    33.3,    32.6,    20.7,    43.8,    32.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220104,2022-01-04,090741,CME ,00,090 ,  135633,   31920,   14752,    1615,   40125,   44157,    4254,   11260,   35482,    5596,   12767,    4164,     447,  107984,  110467,   27649,   25166,   -3059,   -1098,    -710,       0,     564,    2072,    -563,   -1206,   -4403,    1639,    -127,     490,      -5,    -796,   -1480,   -2263,   -1579,  100.0,   23.5,   10.9,    1.2,   29.6,   32.6,    3.1,    8.3,   26.2,    4.1,    9.4,    3.1,    0.3,   79.6,   81.4,   20.4,   18.6,    103,      7,      7,.,     14,     20,      7,     14,     25,     13,     10,      4,.,     55,     71,    34.4,    19.2,    46.4,    30.8,    33.9,    19.0,    44.1,    30.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",221227,2022-12-27,092741,CME ,00,092 ,   29851,   10917,    1057,      12,    2259,    9503,     487,    3939,    6519,      19,       0,       0,       0,   17633,   17597,   12218,   12254,    -189,     184,      17,       0,     -34,    1083,     -91,   -1087,    -965,      -3,       0,       0,       0,   -1031,      41,     842,    -230,  100.0,   36.6,    3.5,    0.0,    7.6,   31.8,    1.6,   13.2,   21.8,    0.1,    0.0,    0.0,    0.0,   59.1,   58.9,   40.9,   41.1,     35,      5,.,.,      5,      8,.,      8,      8,.,      0,      0,      0,     20,     20,    37.5,    28.2,    45.4,    43.9,    37.4,    28.2,    45.4,    43.9,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",221220,2022-12-20,092741,CME ,00,092 ,   30040,   10733,    1040,      12,    2293,    8420,     578,    5026,    7484,      22,       0,       0,       0,   18664,   17556,   11376,   12484,  -19300,  -14397,   -4028,   -4635,     423,   -1187,      25,    2367,   -3339,   -3862,       0,       0,       0,  -20079,  -17026,     779,   -2274,  100.0,   35.7,    3.5,    0.0,    7.6,   28.0,    1.9,   16.7,   24.9,    0.1,    0.0,    0.0,    0.0,   62.1,   58.4,   37.9,   41.6,     35,      4,.,.,      5,      7,.,      9,      9,.,      0,      0,      0,     20,     21,    37.1,    27.1,    45.6,    44.0,    37.1,    27.1,    45.5,    44.0,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",221213,2022-12-13,092741,CME ,00,092 ,   49340,   25130,    5068,    4647,    1870,    9607,     553,    2659,   10823,    3884,       0,       0,       0,   38743,   34582,   10597,   14758,    9169,     150,    2601,    3973,    -239,      34,     -61,    1220,     -36,    3712,       0,       0,       0,    8755,   10223,     414,   -1054,  100.0,   50.9,   10.3,    9.4,    3.8,   19.5,    1.1,    5.4,   21.9,    7.9,    0.0,    0.0,    0.0,   78.5,   70.1,   21.5,   29.9,     36,      5,.,.,      4,      6,.,      7,     12,      7,      0,      0,      0,     23,     23,    60.9,    29.8,    67.7,    44.6,    50.3,    23.6,    55.1,    35.7,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
