"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230103,2023-01-03,090741,CME ,00,090 ,  152125,   37717,    5159,    3279,   26127,   60335,    6618,   16363,   28287,   13006,   14728,    4608,     500,  118339,  121793,   33786,   30332,   -1151,   -1424,      -1,     597,   -3121,    4108,     403,    -628,   -7573,     808,     420,    -447,      -6,   -2950,   -2111,    1799,     960,  100.0,   24.8,    3.4,    2.2,   17.2,   39.7,    4.4,   10.8,   18.6,    8.5,    9.7,    3.0,    0.3,   77.8,   80.1,   22.2,   19.9,    106,     12,.,      5,     10,     24,     13,     14,     28,     17,     11,      4,.,     65,     78,    24.7,    20.6,    38.7,    30.4,    24.7,    20.6,    36.5,    29.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230711,2023-07-11,092741,CME ,00,092 ,   47075,   16804,    3253,    1056,    2282,   16328,      98,    7769,    8571,    1778,    1763,       0,       0,   31550,   31085,   15525,   15990,    2693,    2159,     319,    -119,    -356,    2294,    -222,   -2941,     -92,     -90,       0,       0,       0,   -1568,    2090,    4261,     603,  100.0,   35.7,    6.9,    2.2,    4.8,   34.7,    0.2,   16.5,   18.2,    3.8,    3.7,    0.0,    0.0,   67.0,   66.0,   33.0,   34.0,     49,.,.,.,      4,     11,.,     12,     14,      5,.,      0,      0,     26,     32,    38.9,    25.3,    48.6,    39.2,    38.6,    25.3,    46.4,    38.3,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230703,2023-07-03,092741,CME ,00,092 ,   44382,   14645,    2934,    1174,    2638,   14034,     320,   10710,    8663,    1868,    1763,       0,       0,   33118,   28994,   11264,   15388,    3515,    1663,    -389,      -0,    -427,    1821,    -159,    4076,    1786,      98,       0,       0,       0,    5251,    3156,   -1736,     359,  100.0,   33.0,    6.6,    2.6,    5.9,   31.6,    0.7,   24.1,   19.5,    4.2,    4.0,    0.0,    0.0,   74.6,   65.3,   25.4,   34.7,     47,      4,.,.,      5,     10,.,     11,     12,      5,.,      0,      0,     27,     30,    40.0,    25.1,    52.9,    38.4,    39.4,    25.1,    50.3,    37.9,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230627,2023-06-27,092741,CME ,00,092 ,   40867,   12981,    3323,    1174,    3065,   12213,     479,    6634,    6878,    1771,    1763,       0,       0,   27867,   25838,   13000,   15029,    1376,    2404,     -37,      81,     251,    -963,     208,   -2359,    -633,     293,    -240,       0,       0,     638,   -1051,     738,    2427,  100.0,   31.8,    8.1,    2.9,    7.5,   29.9,    1.2,   16.2,   16.8,    4.3,    4.3,    0.0,    0.0,   68.2,   63.2,   31.8,   36.8,     45,      4,.,.,      6,      8,.,     10,     12,      5,.,      0,      0,     26,     29,    38.2,    26.5,    47.7,    39.2,    36.4,    26.5,    43.8,    38.0,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230620,2023-06-20,092741,CME ,00,092 ,   39491,   10577,    3360,    1093,    2814,   13176,     271,    8994,    7511,    1477,    2003,       0,       0,   27229,   26889,   12262,   12602,  -12035,   -4392,   -2735,   -2689,    -437,   -1344,     145,    -792,     -56,   -2596,    -119,       0,       0,  -10881,   -9276,   -1154,   -2759,  100.0,   26.8,    8.5,    2.8,    7.1,   33.4,    0.7,   22.8,   19.0,    3.7,    5.1,    0.0,    0.0,   69.0,   68.1,   31.0,   31.9,     46,.,.,.,      5,      9,.,     12,     12,.,.,      0,      0,     27,     28,    35.9,    27.8,    46.5,    41.8,    34.7,    27.8,    43.5,    41.4,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230613,2023-06-13,092741,CME ,00,092 ,   51526,   14969,    6096,    3783,    3251,   14520,     126,    9785,    7567,    4074,    2122,       0,       0,   38110,   36165,   13416,   15361,    3814,    -796,    -493,    2439,     503,     744,     119,   -2659,     753,    2008,     320,       0,       0,    1934,    5570,    1880,   -1756,  100.0,   29.1,   11.8,    7.3,    6.3,   28.2,    0.2,   19.0,   14.7,    7.9,    4.1,    0.0,    0.0,   74.0,   70.2,   26.0,   29.8,     45,.,      6,      6,      5,      8,.,     12,      9,      4,.,      0,      0,     27,     30,    39.6,    26.5,    50.2,    39.6,    35.0,    26.5,    43.1,    37.6,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230606,2023-06-06,092741,CME ,00,092 ,   47712,   15766,    6589,    1343,    2748,   13776,       7,   12444,    6814,    2065,    1802,       0,       0,   36176,   30595,   11536,   17117,    2574,    1121,   -2504,     155,    -734,    1378,       7,    4600,    1778,    -333,       0,       0,       0,    4816,     481,   -2242,    2093,  100.0,   33.0,   13.8,    2.8,    5.8,   28.9,    0.0,   26.1,   14.3,    4.3,    3.8,    0.0,    0.0,   75.8,   64.1,   24.2,   35.9,     45,      4,      6,      6,      5,      9,.,     13,      7,      4,.,      0,      0,     26,     30,    39.5,    27.3,    51.2,    39.0,    38.6,    27.3,    48.8,    38.6,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230530,2023-05-30,092741,CME ,00,092 ,   45138,   14645,    9093,    1189,    3482,   12398,       0,    7844,    5036,    2398,    1802,       0,       0,   31360,   30113,   13778,   15025,   -5720,      46,   -1592,      -1,   -3691,     314,     -69,     275,   -2600,   -1963,     135,       0,       0,   -5268,   -5910,    -452,     190,  100.0,   32.4,   20.1,    2.6,    7.7,   27.5,    0.0,   17.4,   11.2,    5.3,    4.0,    0.0,    0.0,   69.5,   66.7,   30.5,   33.3,     41,.,      5,      4,      7,      8,      0,     11,      6,      6,.,      0,      0,     24,     27,    41.2,    30.3,    51.4,    43.5,    40.5,    29.9,    48.3,    43.1,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230523,2023-05-23,092741,CME ,00,092 ,   50858,   14599,   10685,    1189,    7173,   12084,      69,    7569,    7636,    4361,    1667,       0,       0,   36628,   36023,   14230,   14835,    3375,      91,    4612,     -15,    2222,    -194,    -211,    1763,     -17,     302,       0,       0,       0,    4151,    4476,    -776,   -1101,  100.0,   28.7,   21.0,    2.3,   14.1,   23.8,    0.1,   14.9,   15.0,    8.6,    3.3,    0.0,    0.0,   72.0,   70.8,   28.0,   29.2,     44,.,      5,      4,      8,      8,.,     11,      8,      5,.,      0,      0,     26,     28,    38.4,    31.1,    51.8,    43.9,    37.4,    30.0,    48.1,    41.3,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230516,2023-05-16,092741,CME ,00,092 ,   47483,   14508,    6073,    1205,    4951,   12278,     280,    5807,    7653,    4059,    1667,       0,       0,   32477,   31548,   15006,   15935,     436,    -173,    1255,     -29,     102,   -1051,     -58,    1210,     145,    -366,    -120,       0,       0,     566,    -105,    -130,     541,  100.0,   30.6,   12.8,    2.5,   10.4,   25.9,    0.6,   12.2,   16.1,    8.5,    3.5,    0.0,    0.0,   68.4,   66.4,   31.6,   33.6,     39,.,      4,      4,      5,      9,.,      8,      9,      4,.,      0,      0,     22,     27,    40.6,    28.7,    53.2,    41.9,    38.4,    28.2,    48.1,    39.3,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230509,2023-05-09,092741,CME ,00,092 ,   47047,   14682,    4818,    1234,    4849,   13329,     338,    4596,    7508,    4425,    1787,       0,       0,   31911,   31652,   15136,   15395,      63,     -16,    -551,    -278,       5,   -1368,    -259,    -572,     247,     273,       0,       0,       0,    -848,   -1936,     911,    1999,  100.0,   31.2,   10.2,    2.6,   10.3,   28.3,    0.7,    9.8,   16.0,    9.4,    3.8,    0.0,    0.0,   67.8,   67.3,   32.2,   32.7,     40,.,      4,      4,      5,     11,.,      8,      8,.,.,      0,      0,     24,     26,    41.0,    27.5,    52.9,    41.1,    39.3,    26.2,    46.9,    37.3,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230502,2023-05-02,092741,CME ,00,092 ,   46984,   14698,    5369,    1512,    4844,   14697,     597,    5169,    7261,    4152,    1787,       0,       0,   32759,   33588,   14225,   13396,    1054,      62,     695,     -44,     624,     242,     485,    1065,     246,     392,       0,       0,       0,    2584,    2017,   -1530,    -963,  100.0,   31.3,   11.4,    3.2,   10.3,   31.3,    1.3,   11.0,   15.5,    8.8,    3.8,    0.0,    0.0,   69.7,   71.5,   30.3,   28.5,     45,.,      7,      5,      6,     10,.,     10,      8,      5,.,      0,      0,     27,     31,    40.9,    24.0,    52.7,    39.6,    39.3,    23.9,    46.8,    37.6,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230425,2023-04-25,092741,CME ,00,092 ,   45930,   14636,    4674,    1556,    4220,   14455,     112,    4103,    7015,    3760,    1787,       0,       0,   30174,   31571,   15756,   14359,    1637,       0,    -529,     479,      47,    2253,     112,    1066,    -663,     -96,       0,       0,       0,    1608,    1555,      29,      82,  100.0,   31.9,   10.2,    3.4,    9.2,   31.5,    0.2,    8.9,   15.3,    8.2,    3.9,    0.0,    0.0,   65.7,   68.7,   34.3,   31.3,     41,.,      8,      4,      5,     10,.,      7,      8,      4,.,      0,      0,     22,     29,    41.0,    24.2,    52.6,    38.3,    39.3,    24.2,    46.7,    36.6,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230418,2023-04-18,092741,CME ,00,092 ,   44293,   14636,    5203,    1077,    4173,   12202,       0,    3038,    7678,    3856,    1787,       0,       0,   28567,   30016,   15726,   14277,    2803,    -968,    3440,     -96,     839,     815,       0,    -199,    -272,      63,    -120,       0,       0,    -481,    3950,    3284,   -1147,  100.0,   33.0,   11.7,    2.4,    9.4,   27.5,    0.0,    6.9,   17.3,    8.7,    4.0,    0.0,    0.0,   64.5,   67.8,   35.5,   32.2,     37,.,      7,.,      5,      8,      0,      6,      8,.,.,      0,      0,     18,     25,    42.3,    25.3,    53.8,    38.7,    40.8,    22.6,    48.2,    34.8,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230411,2023-04-11,092741,CME ,00,092 ,   41490,   15604,    1763,    1173,    3334,   11387,       0,    3237,    7950,    3793,    1907,       0,       0,   29047,   26065,   12443,   15425,     601,    -153,     101,    -109,    1534,     383,       0,    -186,     408,    -111,       0,       0,       0,     975,     672,    -374,     -71,  100.0,   37.6,    4.2,    2.8,    8.0,   27.4,    0.0,    7.8,   19.2,    9.1,    4.6,    0.0,    0.0,   70.0,   62.8,   30.0,   37.2,     35,.,      4,.,      6,      7,      0,      6,      8,      4,.,      0,      0,     18,     23,    47.5,    25.7,    57.8,    39.6,    44.7,    24.8,    50.9,    36.8,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230404,2023-04-04,092741,CME ,00,092 ,   40889,   15757,    1663,    1281,    1800,   11004,       0,    3423,    7541,    3905,    1907,       0,       0,   28072,   25394,   12817,   15495,    2819,    -155,     250,     170,      25,     554,    -257,    -482,     472,    1377,       0,       0,       0,     678,    2566,    2141,     253,  100.0,   38.5,    4.1,    3.1,    4.4,   26.9,    0.0,    8.4,   18.4,    9.5,    4.7,    0.0,    0.0,   68.7,   62.1,   31.3,   37.9,     32,.,      4,.,.,      7,      0,      7,      7,      4,.,      0,      0,     16,     22,    48.5,    25.8,    58.6,    41.0,    44.9,    25.4,    51.0,    38.1,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230328,2023-03-28,092741,CME ,00,092 ,   38070,   15912,    1413,    1111,    1775,   10450,     257,    3905,    7069,    2528,    1907,       0,       0,   27394,   22828,   10676,   15242,    -921,     235,    1297,     -29,     -54,     206,      88,    -899,   -1508,    -430,       0,       0,       0,   -1089,    -376,     168,    -545,  100.0,   41.8,    3.7,    2.9,    4.7,   27.4,    0.7,   10.3,   18.6,    6.6,    5.0,    0.0,    0.0,   72.0,   60.0,   28.0,   40.0,     31,      4,.,.,.,      8,.,      5,      7,      4,.,      0,      0,     16,     24,    51.7,    26.5,    62.3,    39.9,    49.6,    26.5,    57.2,    38.4,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230321,2023-03-21,092741,CME ,00,092 ,   38991,   15677,     116,    1140,    1829,   10244,     169,    4804,    8577,    2958,    1907,       0,       0,   28483,   23204,   10508,   15787,   -3007,    -192,    -827,      10,   -1497,     120,    -147,    1368,   -1623,    -777,     -73,       0,       0,   -1307,   -3243,   -1700,     236,  100.0,   40.2,    0.3,    2.9,    4.7,   26.3,    0.4,   12.3,   22.0,    7.6,    4.9,    0.0,    0.0,   73.1,   59.5,   26.9,   40.5,     31,.,.,.,.,      8,.,      7,      8,      5,.,      0,      0,     19,     22,    51.1,    25.7,    62.3,    39.5,    49.2,    25.7,    56.3,    37.9,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230314,2023-03-14,092741,CME ,00,092 ,   41998,   15868,     943,    1129,    3326,   10124,     316,    3435,   10200,    3735,    1980,       0,       0,   29790,   26447,   12208,   15551,   -8985,      27,     764,   -4150,     207,    -877,     -76,   -9614,   -1714,     899,       0,       0,       0,  -12707,   -5155,    3722,   -3830,  100.0,   37.8,    2.2,    2.7,    7.9,   24.1,    0.8,    8.2,   24.3,    8.9,    4.7,    0.0,    0.0,   70.9,   63.0,   29.1,   37.0,     33,      4,.,.,      5,      8,      4,      6,      8,      4,.,      0,      0,     20,     24,    47.2,    32.5,    58.5,    44.5,    45.4,    27.3,    52.9,    38.3,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230307,2023-03-07,092741,CME ,00,092 ,   50983,   15842,     179,    5280,    3119,   11001,     392,   13049,   11914,    2836,    1980,       0,       0,   42498,   31602,    8485,   19381,    5372,    -893,     179,    4126,     -35,    -151,     -84,    2215,     918,     729,       0,       0,       0,    6058,    5718,    -686,    -346,  100.0,   31.1,    0.4,   10.4,    6.1,   21.6,    0.8,   25.6,   23.4,    5.6,    3.9,    0.0,    0.0,   83.4,   62.0,   16.6,   38.0,     43,      6,.,      6,.,      8,      4,     10,     13,      6,.,      0,      0,     28,     31,    38.0,    25.3,    55.4,    37.2,    36.2,    21.7,    52.0,    32.0,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230228,2023-02-28,092741,CME ,00,092 ,   45611,   16735,       0,    1153,    3154,   11152,     476,   10835,   10996,    2107,    1980,       0,       0,   36440,   25884,    9171,   19727,    2650,    2419,   -1395,     -93,    -569,    1038,       1,    1429,    -944,    -446,       0,    -437,       0,    2740,   -2276,     -90,    4926,  100.0,   36.7,    0.0,    2.5,    6.9,   24.5,    1.0,   23.8,   24.1,    4.6,    4.3,    0.0,    0.0,   79.9,   56.8,   20.1,   43.2,     40,      6,      0,      4,.,      9,      4,     10,     11,      7,.,      0,      0,     26,     29,    37.2,    23.7,    54.0,    35.5,    36.8,    23.7,    53.5,    35.5,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230221,2023-02-21,092741,CME ,00,092 ,   42961,   14316,    1395,    1247,    3723,   10114,     475,    9405,   11940,    2553,    1980,     437,       0,   33699,   28161,    9262,   14800,    1427,     458,     -28,      28,     -74,    1051,    -458,    3014,     771,    -494,    -202,     437,       0,    2273,    1308,    -846,     119,  100.0,   33.3,    3.2,    2.9,    8.7,   23.5,    1.1,   21.9,   27.8,    5.9,    4.6,    1.0,    0.0,   78.4,   65.5,   21.6,   34.5,     45,      4,.,      6,.,      7,.,     12,     14,      7,.,.,      0,     29,     32,    39.2,    25.4,    52.7,    37.5,    38.9,    25.4,    52.4,    36.6,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230214,2023-02-14,092741,CME ,00,092 ,   41534,   13858,    1423,    1219,    3797,    9063,     933,    6391,   11169,    3047,    2182,       0,       0,   31426,   26853,   10108,   14681,    -452,     254,    -245,     -12,     678,     407,     415,   -2380,   -1782,     438,       0,       0,       0,    -607,    -779,     155,     327,  100.0,   33.4,    3.4,    2.9,    9.1,   21.8,    2.2,   15.4,   26.9,    7.3,    5.3,    0.0,    0.0,   75.7,   64.7,   24.3,   35.3,     40,      4,.,      6,      5,      6,      4,      9,     12,      8,.,      0,      0,     27,     31,    39.4,    25.1,    53.4,    38.3,    39.2,    25.1,    52.4,    37.3,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230207,2023-02-07,092741,CME ,00,092 ,   41986,   13604,    1668,    1230,    3119,    8656,     518,    8771,   12951,    2608,    2182,       0,       0,   32033,   27632,    9953,   14354,    -307,     886,    -324,    -214,   -1003,     725,      12,    1774,     284,      52,       0,       0,       0,    1507,     536,   -1814,    -843,  100.0,   32.4,    4.0,    2.9,    7.4,   20.6,    1.2,   20.9,   30.8,    6.2,    5.2,    0.0,    0.0,   76.3,   65.8,   23.7,   34.2,     45,      4,      4,      6,      4,      6,.,     12,     14,      7,.,      0,      0,     30,     30,    37.5,    25.5,    50.0,    39.1,    37.3,    25.0,    49.8,    37.9,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230131,2023-01-31,092741,CME ,00,092 ,   42293,   12718,    1992,    1444,    4122,    7931,     506,    6997,   12666,    2556,    2182,       0,       0,   30525,   27096,   11768,   15197,    2761,     -67,     632,     167,     419,    -139,     393,    2043,     466,    -216,       0,       0,       0,    2739,    1303,      22,    1458,  100.0,   30.1,    4.7,    3.4,    9.7,   18.8,    1.2,   16.5,   29.9,    6.0,    5.2,    0.0,    0.0,   72.2,   64.1,   27.8,   35.9,     42,      4,      4,      6,      4,      5,.,     10,     14,      6,.,      0,      0,     28,     28,    37.4,    26.2,    50.2,    38.6,    37.2,    24.7,    49.7,    36.9,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230124,2023-01-24,092741,CME ,00,092 ,   39532,   12784,    1360,    1278,    3703,    8070,     113,    4954,   12200,    2772,    2182,       0,       0,   27786,   25793,   11746,   13739,    1559,    -160,     573,     -23,    1363,      42,      10,    -212,    1783,     459,       0,       0,       0,    1438,    2844,     121,   -1285,  100.0,   32.3,    3.4,    3.2,    9.4,   20.4,    0.3,   12.5,   30.9,    7.0,    5.5,    0.0,    0.0,   70.3,   65.2,   29.7,   34.8,     37,      5,.,      4,      4,      5,.,      7,     13,      4,.,      0,      0,     22,     24,    39.0,    28.1,    52.2,    40.7,    39.0,    26.2,    51.4,    38.4,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230117,2023-01-17,092741,CME ,00,092 ,   37973,   12944,     787,    1301,    2340,    8028,     103,    5166,   10417,    2313,    2182,       0,       0,   26349,   22949,   11624,   15024,    2864,     909,    -764,     901,     527,    -398,    -215,     776,     986,    1391,     160,       0,       0,    4449,    1900,   -1585,     964,  100.0,   34.1,    2.1,    3.4,    6.2,   21.1,    0.3,   13.6,   27.4,    6.1,    5.7,    0.0,    0.0,   69.4,   60.4,   30.6,   39.6,     34,      5,.,      5,      4,      5,.,      7,     11,      4,.,      0,      0,     22,     22,    39.4,    26.9,    52.2,    40.0,    39.3,    25.7,    51.5,    38.7,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",230110,2023-01-10,092741,CME ,00,092 ,   35109,   12036,    1551,     400,    1813,    8426,     318,    4389,    9431,     922,    2022,       0,       0,   21900,   21048,   13209,   14061,      -8,    -412,     539,     -20,     -29,   -1891,    -167,   -2940,    2025,    -177,    1277,       0,       0,   -2468,     310,    2460,    -318,  100.0,   34.3,    4.4,    1.1,    5.2,   24.0,    0.9,   12.5,   26.9,    2.6,    5.8,    0.0,    0.0,   62.4,   60.0,   37.6,   40.0,     32,      4,.,.,      4,      6,.,      6,      9,.,.,      0,      0,     19,     21,    40.0,    26.2,    51.4,    39.4,    39.9,    26.0,    51.2,    38.4,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
